Q 93200710,OSD: APPOP E,OSD: ESRV APPOPS END USER EXP. MONIT.,OSD: APPOP EOSD: ESRV APPOPS END USER EXP. MONIT.
Q 93200711,OSD: APPOP I,OSD: ESRV APPOPS INTERF.& CON. MONIT.,OSD: APPOP IOSD: ESRV APPOPS INTERF.& CON. MONIT.
Q 93200712,OSD: APPOP R,OSD: ESRV APPOPS ROOT CAUSE ANALYSIS,OSD: APPOP ROSD: ESRV APPOPS ROOT CAUSE ANALYSIS
QK93100156,OSD: ESRV AP,OSD: ESRV APPOPS GENERIC,OSD: ESRV APOSD: ESRV APPOPS GENERIC
Q 93200726,OSD: ESRV AP,OSD: ESRV APPOPS ARCHITECT,OSD: ESRV APOSD: ESRV APPOPS ARCHITECT
Q 93200727,OSD: ESRV AP,OSD: ESRV APPOPS DEVELOP. AND EXTENSION,OSD: ESRV APOSD: ESRV APPOPS DEVELOP. AND EXTENSION
Q 93200420,OSD: HCM DUE,OSD: HCM PROCESSES & FORMS,OSD: HCM DUEOSD: HCM PROCESSES & FORMS
Q 93200350,OSD: CRM MOB,OSD: CRM MOBILE SALES/ SERVICE,OSD: CRM MOBOSD: CRM MOBILE SALES/ SERVICE
Q 93200352,OSD: CRM MID,OSD: CRM MID.WARE/GR.WARE/MASTERDATA,OSD: CRM MIDOSD: CRM MID.WARE/GR.WARE/MASTERDATA
Q 93200354,OSD: CRM INT,OSD: CRM WEB CHANNEL,OSD: CRM INTOSD: CRM WEB CHANNEL
Q 93200384,OSD: SCM SUP,OSD: SCM SUPPLY NETWORK COLLAB. (SNC),OSD: SCM SUPOSD: SCM SUPPLY NETWORK COLLAB. (SNC)
Q 93200390,OSD: SCM EVE,OSD: SCM OBJECT EVENT REPOSITORY (OER),OSD: SCM EVEOSD: SCM OBJECT EVENT REPOSITORY (OER)
Q 93200421,OSD: HCM FUN,OSD: HCM MOBILE APPLICATIONS,OSD: HCM FUNOSD: HCM MOBILE APPLICATIONS
Q 93200424,OSD: HCM CAR,OSD: HCM TALENT MGMT./NAKISA,OSD: HCM CAROSD: HCM TALENT MGMT./NAKISA
Q 93200452,OSD: MOBILE,OSD: MOBILE MI AND MBS,OSD: MOBILE OSD: MOBILE MI AND MBS
Q 93200453,OSD: MOBILE,OSD: MOBILE APP (IOS/BB/ANDR./WP),OSD: MOBILE OSD: MOBILE APP (IOS/BB/ANDR./WP)
Q 93200454,OSD: MOBILE,OSD: MOBILE SYBASE AFARIA,OSD: MOBILE OSD: MOBILE SYBASE AFARIA
Q 93200515,OSD: CRM VMC,OSD: CRM PRICING & CONFIGURATION/ VMC,OSD: CRM VMCOSD: CRM PRICING & CONFIGURATION/ VMC
Q 93200519,OSD: SCM EWM,OSD: EWM TECH,OSD: SCM EWMOSD: EWM TECH
Q 93200630,OSD: HANA NE,OSD: HANA DB,OSD: HANA NEOSD: HANA DB
Q 93200875,OSD: SCM TRA,OSD: SCM TRANSPORTATION MANAGEMENT,OSD: SCM TRAOSD: SCM TRANSPORTATION MANAGEMENT
Q 93200876,OSD: MANUFAC,OSD: MANUFACTURING EXECUTION SAP ME/MII,OSD: MANUFACOSD: MANUFACTURING EXECUTION SAP ME/MII
Q 93200877,OSD: EPM BOB,OSD: EPM BOBJ SPEND PERF. MGMT. (SPM),OSD: EPM BOBOSD: EPM BOBJ SPEND PERF. MGMT. (SPM)
Q 93200878,OSD: HCM PAY,OSD: HCM PAYROLL COUNTRY-SPECIFIC,OSD: HCM PAYOSD: HCM PAYROLL COUNTRY-SPECIFIC
Q 93200879,OSD: HCM AUT,OSD: HCM AUTHORIZATIONS/SECURITY,OSD: HCM AUTOSD: HCM AUTHORIZATIONS/SECURITY
Q 93200503,OSD: SOLUTIO,OSD: SOLUTION MANAGER,OSD: SOLUTIOOSD: SOLUTION MANAGER
Q 93200626,OSD: GOVERNA,OSD: GRC ACCESS CONTROL (GRC-AC),OSD: GOVERNAOSD: GRC ACCESS CONTROL (GRC-AC)
Q 93201150,OSD: GRC PRO,OSD: GRC PROCESS CONTROL (GRC-PC),OSD: GRC PROOSD: GRC PROCESS CONTROL (GRC-PC)
Q 93201151,OSD: GRC RIS,OSD: GRC RISK MANAGEMENT (GRC-RM),OSD: GRC RISOSD: GRC RISK MANAGEMENT (GRC-RM)
Q 93201153,OSD: HCM TAL,OSD: HCM TALENT ORG. BY NAKISA (STON),OSD: HCM TALOSD: HCM TALENT ORG. BY NAKISA (STON)
Q 93201152,OSD: TALENT,OSD: HCM TALENT VISUAL. BY NAKISA (STVN),OSD: TALENT OSD: HCM TALENT VISUAL. BY NAKISA (STVN)
QK93100300,OSD: PARTNER,OSD: PARTNER PRODUCTS,OSD: PARTNEROSD: PARTNER PRODUCTS
Q 93201154,OSD: OPEN TE,OSD: OPEN TEXT-VENDOR INVOICE MGMT (VIM),OSD: OPEN TEOSD: OPEN TEXT-VENDOR INVOICE MGMT (VIM)
Q 93201155,OSD: OPEN TE,OSD: OPEN TEXT- ARCHIV. AND DOC. ACCESS,OSD: OPEN TEOSD: OPEN TEXT- ARCHIV. AND DOC. ACCESS
Q 93201156,OSD: VERTEX,OSD: VERTEX -  0-SERIES,OSD: VERTEX OSD: VERTEX -  0-SERIES
Q 93201157,OSD: CLICKSO,OSD: CLICKSOFTWARE- WF SCHEDULING & OPT.,OSD: CLICKSOOSD: CLICKSOFTWARE- WF SCHEDULING & OPT.
Q 93201158,OSD: ICON-SU,OSD: ICON-SUPPLY CHAIN MGMT. RISK MGMT.,OSD: ICON-SUOSD: ICON-SUPPLY CHAIN MGMT. RISK MGMT.
Q 93201159,OSD: MICROSO,OSD: MICROSOFT - DUET,OSD: MICROSOOSD: MICROSOFT - DUET
Q 93201160,OSD: VENDAVO,OSD: VENDAVO - PRICE & MARGIN MGMT (PPM),OSD: VENDAVOOSD: VENDAVO - PRICE & MARGIN MGMT (PPM)
Q 93201161,OSD: ECC VIS,OSD: ECC VISTEX,OSD: ECC VISOSD: ECC VISTEX
Q 93200633,OSD: HANA ET,OSD: HANA ETL,OSD: HANA ETOSD: HANA ETL
Q 93201162,OSD: HANA SL,OSD: HANA SLT,OSD: HANA SLOSD: HANA SLT
Q 93201007,OSD: ICV LOC,OSD: ICV LOCALIZATION HCM PAY BR,OSD: ICV LOCOSD: ICV LOCALIZATION HCM PAY BR
Q 93201008,OSD: ICV LOC,OSD: ICV LOCALIZATION HCM PAY RU,OSD: ICV LOCOSD: ICV LOCALIZATION HCM PAY RU
Q 93201009,OSD: ICV LOC,OSD: ICV LOCALIZATION HCM PAY IN,OSD: ICV LOCOSD: ICV LOCALIZATION HCM PAY IN
Q 93200775,OSD: BOBJ UP,OSD: BOBJ UPGRADE,OSD: BOBJ UPOSD: BOBJ UPGRADE
Q 93200776,OSD: BOBJ SI,OSD: BOBJ SIZING,OSD: BOBJ SIOSD: BOBJ SIZING
Q 93201010,OSD: ICV LOC,OSD: ICV LOCALIZATION HCM PAY CN,OSD: ICV LOCOSD: ICV LOCALIZATION HCM PAY CN
Q 93200575,OSD: TL SCM,OSD: TL SCM GENERAL,OSD: TL SCM OSD: TL SCM GENERAL
Q 93200576,OSD: TL CRM,OSD: TL CRM GENERAL,OSD: TL CRM OSD: TL CRM GENERAL
Q 93200577,OSD: TL SRM,OSD: TL SRM GENERAL,OSD: TL SRM OSD: TL SRM GENERAL
Q 93200950,OSD: CUSTOM,OSD: CUSTOM CODE MANAGEMENT CCM,OSD: CUSTOM OSD: CUSTOM CODE MANAGEMENT CCM
Q 93200578,OSD: TL HCM,OSD: TL HCM GENERAL,OSD: TL HCM OSD: TL HCM GENERAL
Q 93201012,OSD: SECURIT,OSD: SECURITY,OSD: SECURITOSD: SECURITY
Q 93200778,OSD: BOBJ MO,OSD: BOBJ MOBILE BI,OSD: BOBJ MOOSD: BOBJ MOBILE BI
Q 93200779,OSD: BOBJ SO,OSD: BOBJ SOLMAN CONNECTION,OSD: BOBJ SOOSD: BOBJ SOLMAN CONNECTION
Q 93200780,OSD: BW TECH,OSD: BW TECHNOLOGY JAVA,OSD: BW TECHOSD: BW TECHNOLOGY JAVA
Q 93200579,OSD: TL ERP,OSD: TL ERP LOGISTICS GENERAL,OSD: TL ERP OSD: TL ERP LOGISTICS GENERAL
Q 93200580,OSD: TL ERP,OSD: TL ERP FINANCIALS GENERAL,OSD: TL ERP OSD: TL ERP FINANCIALS GENERAL
Q 93200581,OSD: TL BW G,OSD: TL BW GENERAL,OSD: TL BW GOSD: TL BW GENERAL
Q 93200582,OSD: TL ERP,OSD: TL ERP TECH. GENERAL,OSD: TL ERP OSD: TL ERP TECH. GENERAL
Q 93200583,OSD: REMOTE,OSD: REMOTE TEAMLEAD,OSD: REMOTE OSD: REMOTE TEAMLEAD
Q 93200491,OSD: COST AN,OSD: XAPP COST AND QUOTATION MGMT (XCQM),OSD: COST ANOSD: XAPP COST AND QUOTATION MGMT (XCQM)
Q 93200522,OSD: UPG UPG,OSD: UPG UPGRADE ABAP,OSD: UPG UPGOSD: UPG UPGRADE ABAP
Q 93200951,OSD: DVM WOR,OSD: DVM WORK CENTER SOL.MAN.,OSD: DVM WOROSD: DVM WORK CENTER SOL.MAN.
Q 93200362,OSD: CRM MAR,OSD: CRM MARKETING & CAMPAIGN MGMT,OSD: CRM MAROSD: CRM MARKETING & CAMPAIGN MGMT
