Q 93200363,OSD: CRM TRA,OSD: CRM TRADE PROMOTION MGMT (TPM),OSD: CRM TRAOSD: CRM TRADE PROMOTION MGMT (TPM)
Q 93200370,OSD: SRM CAT,OSD: SRM CATALOG CONTENT MGMT,OSD: SRM CATOSD: SRM CATALOG CONTENT MGMT
Q 93200378,OSD: PLM PRO,OSD: PLM PROJECT & PORTFOLIO MGMT,OSD: PLM PROOSD: PLM PROJECT & PORTFOLIO MGMT
Q 93200387,OSD: CAPABLE,OSD: SCM CAPABLE TO MATCH (CTM),OSD: CAPABLEOSD: SCM CAPABLE TO MATCH (CTM)
Q 93200388,OSD: TRANSPO,OSD: SCM TRANSPORT. VEHICLE SCHED.(TPVS),OSD: TRANSPOOSD: SCM TRANSPORT. VEHICLE SCHED.(TPVS)
Q 93200391,OSD: SCM EXT,OSD: SCM EXT. WAREHOUSE MGMT (EWM),OSD: SCM EXTOSD: SCM EXT. WAREHOUSE MGMT (EWM)
Q 93200393,OSD: SD - VA,OSD: ECC SD - VARIANT CONFIGURATION (VC),OSD: SD - VAOSD: ECC SD - VARIANT CONFIGURATION (VC)
Q 93200403,OSD: ECC FIN,OSD: ECC FINANCIALS AND CONTROLLING,OSD: ECC FINOSD: ECC FINANCIALS AND CONTROLLING
Q 93200404,OSD: ECC FIN,OSD: ECC FINANCIALS OTHERS,OSD: ECC FINOSD: ECC FINANCIALS OTHERS
Q 93200410,OSD: HCM PER,OSD: HCM PERS ADMIN / ORG. MGMT (PA/OM),OSD: HCM PEROSD: HCM PERS ADMIN / ORG. MGMT (PA/OM)
Q 93200413,OSD: HCM TRA,OSD: HCM TRAVEL & EXPENSE MGMT (FI-TV),OSD: HCM TRAOSD: HCM TRAVEL & EXPENSE MGMT (FI-TV)
Q 93200430,OSD: EPM BOB,OSD: EPM BOBJ PROFIT. & COST MGMT (PCM),OSD: EPM BOBOSD: EPM BOBJ PROFIT. & COST MGMT (PCM)
Q 93200432,OSD: BW EXTR,OSD: BW EXTRACT. & STAGING (WHM),OSD: BW EXTROSD: BW EXTRACT. & STAGING (WHM)
Q 93200433,OSD: BW WEB,OSD: BW BEX WEB (JAVA),OSD: BW WEB OSD: BW BEX WEB (JAVA)
Q 93200434,OSD: BW BUSI,OSD: BW BEX ANALYZER,OSD: BW BUSIOSD: BW BEX ANALYZER
Q 93200435,OSD: BW INTE,OSD: BW INTEGR. PLANNING (IP),OSD: BW INTEOSD: BW INTEGR. PLANNING (IP)
Q 93200436,OSD: BW BUSI,OSD: BW BUS. PLAN. & SIMUL.(BPS),OSD: BW BUSIOSD: BW BUS. PLAN. & SIMUL.(BPS)
Q 93200438,OSD: BW ADVA,OSD: BW GENERALIST,OSD: BW ADVAOSD: BW GENERALIST
Q 93200439,OSD: BW TECH,OSD: BW TECHNOLOGY ABAP,OSD: BW TECHOSD: BW TECHNOLOGY ABAP
Q 93200440,OSD: BOBJ EN,OSD: BOBJ PLATFORM / TECHNOLOGY,OSD: BOBJ ENOSD: BOBJ PLATFORM / TECHNOLOGY
Q 93200441,OSD: INFORMA,OSD: BOBJ REPORTING GENERALIST,OSD: INFORMAOSD: BOBJ REPORTING GENERALIST
Q 93200444,OSD: BOBJ XC,OSD: BOBJ XCELSIUS / DASHBOARDS,OSD: BOBJ XCOSD: BOBJ XCELSIUS / DASHBOARDS
Q 93200446,OSD: BOBJ LI,OSD: OTHER BUSINESSOBJECTS TOOLS,OSD: BOBJ LIOSD: OTHER BUSINESSOBJECTS TOOLS
Q 93200447,OSD: BOBJ DA,OSD: DATA SERVICES,OSD: BOBJ DAOSD: DATA SERVICES
Q 93200781,OSD: HANA FO,OSD: HANA FOR BW/BI,OSD: HANA FOOSD: HANA FOR BW/BI
Q 93200470,OSD: IS-B BA,OSD: IS-B BANKING,OSD: IS-B BAOSD: IS-B BANKING
Q 93200471,OSD: IS-B CR,OSD: CRM ACCOUNT ORIGINATION,OSD: IS-B CROSD: CRM ACCOUNT ORIGINATION
Q 93200489,OSD: POINT O,OSD: RETAIL POINT OF SALE D.MGMT(POS DM),OSD: POINT OOSD: RETAIL POINT OF SALE D.MGMT(POS DM)
Q 93200490,OSD: MERCHAN,OSD: RETAIL MERCH.& ASSORT. PLAN. (MAP),OSD: MERCHANOSD: RETAIL MERCH.& ASSORT. PLAN. (MAP)
Q 93200492,OSD: INTEG.,OSD: XAPP INTEG. EXPLOR.&PRODUCT. (XIEP),OSD: INTEG. OSD: XAPP INTEG. EXPLOR.&PRODUCT. (XIEP)
Q 93200493,OSD: MANUFAC,OSD: XAPP MANUFACT INTEG.&INTELL. (XMII),OSD: MANUFACOSD: XAPP MANUFACT INTEG.&INTELL. (XMII)
Q 93200494,OSD: PRODUCT,OSD: XAPP PRODUCT DEFINITION (XPD),OSD: PRODUCTOSD: XAPP PRODUCT DEFINITION (XPD)
Q 93200495,OSD: RESOURC,OSD: XAPP RES. AND PORTFOLIO MGMT (XRPM),OSD: RESOURCOSD: XAPP RES. AND PORTFOLIO MGMT (XRPM)
Q 93200496,OSD: GLOBAL,OSD: XAPP GLOBAL TRADE SERVICES (GTS),OSD: GLOBAL OSD: XAPP GLOBAL TRADE SERVICES (GTS)
Q 93200497,OSD: GLOBAL,OSD: XAPP GLOBAL TRADE MANAGEMENT (GTM),OSD: GLOBAL OSD: XAPP GLOBAL TRADE MANAGEMENT (GTM)
Q 93200511,OSD: SLO REL,OSD: LANDSCAPE TRANSFORMATION,OSD: SLO RELOSD: LANDSCAPE TRANSFORMATION
Q 93200526,OSD: DB DB2,OSD: DB DB2,OSD: DB DB2 OSD: DB DB2
Q 93200528,OSD: DB DB4,OSD: DB DB4,OSD: DB DB4 OSD: DB DB4
Q 93200531,OSD: DB DB6,OSD: DB DB6,OSD: DB DB6 OSD: DB DB6
Q 93200534,OSD: DB SYBA,OSD: DB SYBASE ASE,OSD: DB SYBAOSD: DB SYBASE ASE
Q 93200782,OSD: BW UPGR,OSD: BW UPGRADE,OSD: BW UPGROSD: BW UPGRADE
Q 93200783,OSD: BW SIZI,OSD: BW SIZING,OSD: BW SIZIOSD: BW SIZING
Q 93201011,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC GRC-NFE,OSD: ICV LOCOSD: ICV LOCALIZATION ECC GRC-NFE
Q 93200927,OSD: CRM LEA,OSD: CRM LEASING,OSD: CRM LEAOSD: CRM LEASING
Q 93200784,OSD: BW DVM,OSD: BW DVM,OSD: BW DVM OSD: BW DVM
Q 93201075,OSD: SCM CIF,OSD: SCM CIF CORE INTERFACE,OSD: SCM CIFOSD: SCM CIF CORE INTERFACE
Q 93200625,OSD: IDENTIT,OSD: IDENTITY MANAGEMENT (IDM),OSD: IDENTITOSD: IDENTITY MANAGEMENT (IDM)
Q 93200627,OSD: GATEWAY,OSD: GATEWAY SECURITY,OSD: GATEWAYOSD: GATEWAY SECURITY
Q 93200628,OSD: JAVA SE,OSD: JAVA SECURITY,OSD: JAVA SEOSD: JAVA SECURITY
Q 93200631,OSD: HANA DE,OSD: HANA DESIGN & APPLICATION,OSD: HANA DEOSD: HANA DESIGN & APPLICATION
Q 93200632,OSD: HANA TU,OSD: HANA TUNING (SQL),OSD: HANA TUOSD: HANA TUNING (SQL)
Q 93200635,OSD: SRM-EBP,OSD: MASTER DATA GOVERANCE,OSD: SRM-EBPOSD: MASTER DATA GOVERANCE
Q 93200637,OSD: SRM-EBP,OSD: SRM SUPPLIER LIFECYCLE MANAGEMENT,OSD: SRM-EBPOSD: SRM SUPPLIER LIFECYCLE MANAGEMENT
Q 93200638,OSD: SRM-EBP,OSD: SOURCING/CLM,OSD: SRM-EBPOSD: SOURCING/CLM
Q 93200785,OSD: BW AUTH,OSD: BW AUTHORIZATIONS,OSD: BW AUTHOSD: BW AUTHORIZATIONS
Q 93200786,OSD: BW SOLM,OSD: BW SOLMAN CONNECTION,OSD: BW SOLMOSD: BW SOLMAN CONNECTION
Q 93200650,OSD: ABAP SE,OSD: ABAP SECURITY,OSD: ABAP SEOSD: ABAP SECURITY
Q 93200701,OSD: HANA RA,OSD: HANA RAPID PROTOTYPE,OSD: HANA RAOSD: HANA RAPID PROTOTYPE
Q 93200702,OSD: MOBILE,OSD: MOBILE RAPID PROTOTYPE,OSD: MOBILE OSD: MOBILE RAPID PROTOTYPE
Q 93200703,OSD: NEW FIN,OSD: NEW FIN. RAPID PROTOTYPE,OSD: NEW FINOSD: NEW FIN. RAPID PROTOTYPE
Q 93200714,OSD: ESRV BP,OSD: ESRV BPO ARCHITECT,OSD: ESRV BPOSD: ESRV BPO ARCHITECT
Q 93200800,OSD: UPG UPG,OSD: UPG UPGRADE JAVA,OSD: UPG UPGOSD: UPG UPGRADE JAVA
Q 93200801,OSD: UPG OS/,OSD: UPG OS/DB MIGRATION,OSD: UPG OS/OSD: UPG OS/DB MIGRATION
Q 93200825,OSD: I/O STA,OSD: I/O STACK ANALYSIS (STSO),OSD: I/O STAOSD: I/O STACK ANALYSIS (STSO)
Q 93200826,OSD: HIGH AV,OSD: HIGH AVAIL./DISASTER REC. (BCM),OSD: HIGH AVOSD: HIGH AVAIL./DISASTER REC. (BCM)
Q 93200827,OSD: BUSINES,OSD: BUSINESS CONTINUITY MGMT (BCM),OSD: BUSINESOSD: BUSINESS CONTINUITY MGMT (BCM)
Q 93200901,OSD: TL GENE,OSD: TL GENERIC,OSD: TL GENEOSD: TL GENERIC
Q 93200902,OSD: ESRV BP,OSD: ESRV BPO BPIMP,OSD: ESRV BPOSD: ESRV BPO BPIMP
Q 93200903,OSD: ESRV BP,OSD: ESRV BPO BPMON,OSD: ESRV BPOSD: ESRV BPO BPMON
Q 93200904,OSD: ESRV BP,OSD: ESRV BPO BPMON BANKING,OSD: ESRV BPOSD: ESRV BPO BPMON BANKING
Q 93200905,OSD: ESRV BP,OSD: ESRV BPO DCM,OSD: ESRV BPOSD: ESRV BPO DCM
Q 93200906,OSD: ESRV BP,OSD: ESRV BPO JSM,OSD: ESRV BPOSD: ESRV BPO JSM
Q 93200880,OSD: ESRV AL,OSD: ESRV ALM ARCHITECT,OSD: ESRV ALOSD: ESRV ALM ARCHITECT
Q 93200882,OSD: ESRV AL,OSD: ESRV ALM SOLDOC,OSD: ESRV ALOSD: ESRV ALM SOLDOC
Q 93200883,OSD: ESRV AL,OSD: ESRV ALM TEST MGMT WORKBENCH,OSD: ESRV ALOSD: ESRV ALM TEST MGMT WORKBENCH
Q 93200884,OSD: ESRV AL,OSD: ESRV ALM TEST MGMT HPQC,OSD: ESRV ALOSD: ESRV ALM TEST MGMT HPQC
Q 93200885,OSD: ESRV AL,OSD: ESRV ALM CHANGE CONTROL MGMT,OSD: ESRV ALOSD: ESRV ALM CHANGE CONTROL MGMT
Q 93200886,OSD: ESRV AL,OSD: ESRV ALM ITSM,OSD: ESRV ALOSD: ESRV ALM ITSM
Q 93201002,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC SD CN,OSD: ICV LOCOSD: ICV LOCALIZATION ECC SD CN
Q 93201003,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC LE BR,OSD: ICV LOCOSD: ICV LOCALIZATION ECC LE BR
Q 93201004,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC LE RU,OSD: ICV LOCOSD: ICV LOCALIZATION ECC LE RU
Q 93201005,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC LE IN,OSD: ICV LOCOSD: ICV LOCALIZATION ECC LE IN
Q 93201006,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC LE CN,OSD: ICV LOCOSD: ICV LOCALIZATION ECC LE CN
Q 93200887,OSD: ESRV RS,OSD: ESRV RSLAF OCC PROCESS EXPERT,OSD: ESRV RSOSD: ESRV RSLAF OCC PROCESS EXPERT
Q 93200888,OSD: ESRV CC,OSD: ESRV CCM ARCHITECT,OSD: ESRV CCOSD: ESRV CCM ARCHITECT
Q 93200889,OSD: ESRV CC,OSD: ESRV CCM TOOLS IMPLEMENTATION,OSD: ESRV CCOSD: ESRV CCM TOOLS IMPLEMENTATION
Q 93200890,OSD: ESRV CC,OSD: ESRV CCM PROCESSES OPTIMIZATION,OSD: ESRV CCOSD: ESRV CCM PROCESSES OPTIMIZATION
Q 93200891,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC FI BR,OSD: ICV LOCOSD: ICV LOCALIZATION ECC FI BR
Q 93200975,OSD: ESRV RS,OSD: ESRV RSLAF OCC ARCHITECT,OSD: ESRV RSOSD: ESRV RSLAF OCC ARCHITECT
Q 93200977,OSD: ESRV MA,OSD: ESRV MAINTOPT ARCHITECT,OSD: ESRV MAOSD: ESRV MAINTOPT ARCHITECT
Q 93200978,OSD: TDMS,OSD: TDMS,OSD: TDMS   OSD: TDMS
Q 93200892,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC FI RU,OSD: ICV LOCOSD: ICV LOCALIZATION ECC FI RU
Q 93200893,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC FI IN,OSD: ICV LOCOSD: ICV LOCALIZATION ECC FI IN
Q 93200894,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC FI CN,OSD: ICV LOCOSD: ICV LOCALIZATION ECC FI CN
Q 93200895,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC MM BR,OSD: ICV LOCOSD: ICV LOCALIZATION ECC MM BR
Q 93200896,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC MM RU,OSD: ICV LOCOSD: ICV LOCALIZATION ECC MM RU
Q 93200897,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC MM IN,OSD: ICV LOCOSD: ICV LOCALIZATION ECC MM IN
Q 93200898,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC MM CN,OSD: ICV LOCOSD: ICV LOCALIZATION ECC MM CN
Q 93200899,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC SD BR,OSD: ICV LOCOSD: ICV LOCALIZATION ECC SD BR
Q 93201000,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC SD RU,OSD: ICV LOCOSD: ICV LOCALIZATION ECC SD RU
Q 93201001,OSD: ICV LOC,OSD: ICV LOCALIZATION ECC SD IN,OSD: ICV LOCOSD: ICV LOCALIZATION ECC SD IN
Q 93201058,OSD: IT PLAN,OSD: IT PLANNING,OSD: IT PLANOSD: IT PLANNING
Q 93201026,OSD: CRM DVM,OSD: CRM DVM,OSD: CRM DVMOSD: CRM DVM
QK93100034,OSD: BW,OSD: BW,OSD: BW     OSD: BW
QK93100125,OSD: SECURIT,OSD: SECURITY,OSD: SECURITOSD: SECURITY
QK93100126,OSD: HANA,OSD: HANA,OSD: HANA   OSD: HANA
QK93100152,OSD: ENGINEE,OSD: ENGINEERING SERVICES (ESRV),OSD: ENGINEEOSD: ENGINEERING SERVICES (ESRV)
QK93100153,OSD: ESRV RA,OSD: ESRV RAPID PROTOTYPING,OSD: ESRV RAOSD: ESRV RAPID PROTOTYPING
QK93100155,OSD: ESRV RS,OSD: ESRV RSLAF BUS. PROC. OPERATIONS,OSD: ESRV RSOSD: ESRV RSLAF BUS. PROC. OPERATIONS
QK93100200,OSD: I/O STA,OSD: I/O STACK,OSD: I/O STAOSD: I/O STACK
QK93100201,OSD: HIGH AV,OSD: HIGH AVAIL. / DISASTER RECOVERY,OSD: HIGH AVOSD: HIGH AVAIL. / DISASTER RECOVERY
QK93100225,OSD: ESRV AL,OSD: ESRV ALM,OSD: ESRV ALOSD: ESRV ALM
QK93100226,OSD: ESRV AL,OSD: ESRV ALM REQ TO TEST,OSD: ESRV ALOSD: ESRV ALM REQ TO TEST
QK93100227,OSD: ESRV AL,OSD: ESRV ALM GOVERNANCE,OSD: ESRV ALOSD: ESRV ALM GOVERNANCE
QK93100228,OSD: ESRV IM,OSD: ESRV IMPLEMENT. COUNTRY VERSION,OSD: ESRV IMOSD: ESRV IMPLEMENT. COUNTRY VERSION
QK93100250,OSD: ESRV RS,OSD: ESRV RSLAF OPERATION CONTROL CENTER,OSD: ESRV RSOSD: ESRV RSLAF OPERATION CONTROL CENTER
QK93100251,OSD: ESRV MA,OSD: ESRV MAINTENANCE AND UPGRADE ENG.,OSD: ESRV MAOSD: ESRV MAINTENANCE AND UPGRADE ENG.
Q 93201600,OSD: CAPACIT,OSD: CAPACITY MANAGEMENT / SIZING,OSD: CAPACITOSD: CAPACITY MANAGEMENT / SIZING
QK93100325,OSD: BACKOFF,OSD: BACKOFFICE,OSD: BACKOFFOSD: BACKOFFICE
Q 93201300,OSD: SERV. P,OSD: SERV. PREP. HEALTHCHECK,OSD: SERV. POSD: SERV. PREP. HEALTHCHECK
Q 93201375,OSD: SUITE O,OSD: SUITE ON HANA,OSD: SUITE OOSD: SUITE ON HANA
Q 93200777,OSD: BOBJ AD,OSD: BOBJ ANALYSIS OFFICE,OSD: BOBJ ADOSD: BOBJ ANALYSIS OFFICE
Q 93201425,OSD: BOBJ AN,OSD: BOBJ ANALYSIS OLAP,OSD: BOBJ ANOSD: BOBJ ANALYSIS OLAP
Q 93201426,OSD: BOBJ DE,OSD: BOBJ DESIGN STUDIO,OSD: BOBJ DEOSD: BOBJ DESIGN STUDIO
Q 93201427,OSD: SAP LUM,OSD: SAP LUMIRA (VISUAL INTELLIGENCE),OSD: SAP LUMOSD: SAP LUMIRA (VISUAL INTELLIGENCE)
Q 93201428,OSD: HANA LI,OSD: HANA LIVE,OSD: HANA LIOSD: HANA LIVE
Q 93201429,OSD: PLANNIN,OSD: PLANNING APPLICATION KIT (PAK),OSD: PLANNINOSD: PLANNING APPLICATION KIT (PAK)
Q 93201400,OSD: USER EX,OSD: USER EXPERIENCE (UX) GENERAL,OSD: USER EXOSD: USER EXPERIENCE (UX) GENERAL
QK93100350,OSD: USER EX,OSD: USER EXPERIENCE (UX),OSD: USER EXOSD: USER EXPERIENCE (UX)
Q 93201401,OSD: USER RE,OSD: USER RESEARCH,OSD: USER REOSD: USER RESEARCH
Q 93201402,OSD: CCOE US,OSD: CCOE USER EXPERIENCE (UX),OSD: CCOE USOSD: CCOE USER EXPERIENCE (UX)
Q 93201403,OSD: DESIGN,OSD: DESIGN THINKING,OSD: DESIGN OSD: DESIGN THINKING
Q 93201404,OSD: SAP FIO,OSD: SAP FIORI,OSD: SAP FIOOSD: SAP FIORI
Q 93201405,OSD: SAPUI5,OSD: SAPUI5,OSD: SAPUI5 OSD: SAPUI5
Q 93201406,OSD: USER EX,OSD: USER EXP. (UX) RAPID PROTOTYPE,OSD: USER EXOSD: USER EXP. (UX) RAPID PROTOTYPE
Q 93201407,OSD: AFS SD,OSD: AFS SD WITH ALLOCATION RUN,OSD: AFS SD OSD: AFS SD WITH ALLOCATION RUN
Q 93201408,OSD: AFS MAN,OSD: AFS MANUFACTURING (MM UND PP),OSD: AFS MANOSD: AFS MANUFACTURING (MM UND PP)
Q 93200451,OSD: MOBILE,OSD: MOBILE PLATFORM ? SMP / SUP,OSD: MOBILE OSD: MOBILE PLATFORM ? SMP / SUP
Q 93200449,OSD: MOBILE,OSD: MOBILE ? NETWEAVER DOE,OSD: MOBILE OSD: MOBILE ? NETWEAVER DOE
Q 93201411,OSD: MOBILE,OSD: MOBILE PLATFORM - MOBILISER,OSD: MOBILE OSD: MOBILE PLATFORM - MOBILISER
Q 93201412,OSD: SAP NET,OSD: SAP NETWEAVER GATEWAY,OSD: SAP NETOSD: SAP NETWEAVER GATEWAY
Q 93201525,OSD: SAP PRE,OSD: SAP PREDICTIVE ANALYSIS,OSD: SAP PREOSD: SAP PREDICTIVE ANALYSIS
Q 93201526,OSD: ECC GEN,OSD: ECC GENERALIST,OSD: ECC GENOSD: ECC GENERALIST
Q 93201527,OSD: SCM GEN,OSD: SCM GENERALIST,OSD: SCM GENOSD: SCM GENERALIST
Q 93201528,OSD: CRM GEN,OSD: CRM GENERALIST,OSD: CRM GENOSD: CRM GENERALIST
Q 93201529,OSD: SRM GEN,OSD: SRM GENERALIST,OSD: SRM GENOSD: SRM GENERALIST
Q 93201530,OSD: HCM GEN,OSD: HCM GENERALIST,OSD: HCM GENOSD: HCM GENERALIST
Q 93201531,OSD: BOBJ GE,OSD: BOBJ GENERALIST,OSD: BOBJ GEOSD: BOBJ GENERALIST
Q 93201532,OSD: ECC FIN,OSD: ECC FIN. SUPPLY CHAIN MGMT (FSCM),OSD: ECC FINOSD: ECC FIN. SUPPLY CHAIN MGMT (FSCM)
Q 93201533,OSD: ECC MAT,OSD: ECC MATERIAL LEDGER,OSD: ECC MATOSD: ECC MATERIAL LEDGER
Q 93201534,OSD: ESRV AL,OSD: ESRV ALM BUS. PROC. CHA. ANA.(BPCA),OSD: ESRV ALOSD: ESRV ALM BUS. PROC. CHA. ANA.(BPCA)
Q 93201535,OSD: ECC BUS,OSD: ECC BUS. RULE FRAMEWORK PLUS (BRF+),OSD: ECC BUSOSD: ECC BUS. RULE FRAMEWORK PLUS (BRF+)
Q 93201536,OSD: DB SYBA,OSD: DB SYBASE IQ,OSD: DB SYBAOSD: DB SYBASE IQ
Q 93201537,OSD: BOBJ DQ,OSD: BOBJ DQM (DATA QUALITY MGMT.),OSD: BOBJ DQOSD: BOBJ DQM (DATA QUALITY MGMT.)
Q 93201538,OSD: CC CONV,OSD: CC CONVERGENT CHARGING (CC),OSD: CC CONVOSD: CC CONVERGENT CHARGING (CC)
Q 93201539,OSD: CC CONV,OSD: CC CONVERGENT INV. AND BILLING (CI),OSD: CC CONVOSD: CC CONVERGENT INV. AND BILLING (CI)
Q 93201540,OSD: HYBRIS,OSD: HYBRIS,OSD: HYBRIS OSD: HYBRIS
Q 93201541,OSD: SUCCESS,OSD: SUCCESSFACTORS FUNCTIONAL,OSD: SUCCESSOSD: SUCCESSFACTORS FUNCTIONAL
Q 93201542,OSD: SUCCESS,OSD: SUCCESSFACTORS TECHNICAL,OSD: SUCCESSOSD: SUCCESSFACTORS TECHNICAL
Q 93201543,OSD: ARIBA G,OSD: ARIBA GENERALIST,OSD: ARIBA GOSD: ARIBA GENERALIST
Q 93201544,OSD: ARIBA N,OSD: ARIBA NETWORK,OSD: ARIBA NOSD: ARIBA NETWORK
Q 93201545,OSD: ARIBA P,OSD: ARIBA PROCUREMENT CONTENT - CATALOG,OSD: ARIBA POSD: ARIBA PROCUREMENT CONTENT - CATALOG
Q 93201546,OSD: ARIBA P,OSD: ARIBA PROCUREMENT ? P2P,OSD: ARIBA POSD: ARIBA PROCUREMENT ? P2P
Q 93201547,OSD: ARIBA I,OSD: ARIBA INVOICEPRO,OSD: ARIBA IOSD: ARIBA INVOICEPRO
Q 93201548,OSD: ARIBA P,OSD: ARIBA PAYMENTPRO,OSD: ARIBA POSD: ARIBA PAYMENTPRO
Q 93201549,OSD: ARIBA S,OSD: ARIBA SERVICES PROCUREMENT,OSD: ARIBA SOSD: ARIBA SERVICES PROCUREMENT
Q 93201550,OSD: ARIBA S,OSD: ARIBA SOURCING,OSD: ARIBA SOSD: ARIBA SOURCING
Q 93201551,OSD: ARIBA C,OSD: ARIBA CONTRACTS MANAGEMENT PRO,OSD: ARIBA COSD: ARIBA CONTRACTS MANAGEMENT PRO
Q 93201552,OSD: ARIBA S,OSD: ARIBA SUPPL. INFORM. & PERF. MGMT.,OSD: ARIBA SOSD: ARIBA SUPPL. INFORM. & PERF. MGMT.
Q 93201553,OSD: ARIBA S,OSD: ARIBA SPEND VISIBILITY,OSD: ARIBA SOSD: ARIBA SPEND VISIBILITY
Q 93201554,OSD: SAP HAN,OSD: SAP HANA CLOUD INTEG. (DS) FOR S&OP,OSD: SAP HANOSD: SAP HANA CLOUD INTEG. (DS) FOR S&OP
Q 93201555,OSD: SUITE O,OSD: SUITE ON HANA,OSD: SUITE OOSD: SUITE ON HANA
Q 93201725,OSD: FOCUS T,OSD: FOCUS TQM,OSD: FOCUS TOSD: FOCUS TQM
Q 93201726,OSD: SCM SAL,OSD: SCM SALES & OPER. PLANNING (S&OP),OSD: SCM SALOSD: SCM SALES & OPER. PLANNING (S&OP)
